White,Black,Result,Moves
FutUREwcc,saubhagya,1-0,1. Nf3 c6 2. c4 d5 3. d4 Nf6 4. Nc3 Bg4 5. cxd5 Nxd5 6. e4 Nxc3 7. bxc3 e5 8. Qb3 Bxf3 9. Qxb7 Nd7 10. gxf3 Qc8 11. Qxc8+ Rxc8 12. Bh3 exd4 13. cxd4 Bb4+ 14. Ke2 Rd8 15. Rb1 Ba5 16. Rb7 Bb6 17. Ba3 c5 18. Bxd7+ Rxd7 19. Rxd7 Kxd7 20. dxc5 Ba5 21. Rd1+ Kc7 22. Bb2 f6 23. Rg1 Rg8 24. Bxf6 g6 25. Kd3 Kc6 26. Kc4 Bc7 27. e5 Re8 28. Rd1 Bxe5 29. Re1
KeyanTheGreat,saubhagya,0-1,1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Ba4 b5 5. Bb3 Bc5 6. O-O Nf6 7. Re1 O-O 8. h3 d6 9. c3 Bb7 10. Bc2 h6 11. d4 exd4 12. cxd4 Bb4 13. Bd2 Bxd2 14. Nbxd2 Re8 15. e5 dxe5 16. dxe5 Nd5 17. Bb3 Ndb4 18. Re3 a5 19. a3 Na6 20. e6 fxe6 21. Rxe6 Kh8 22. Rxe8+ Qxe8 23. Nf1 Rd8 24. Qe1 Qg6 25. Rd1 Re8 26. Qd2 Nc5 27. Bc2 Ne4 28. Bxe4 Qxe4 29. Qe3 Qxe3 30. Nxe3 Ne5 31. Nxe5 Rxe5 32. Rd7 Rg5 33. Rxc7 Be4 34. Ra7 a4 35. f3 Bxf3 36. Kf2 Be4 37. g4 h5 38. gxh5 Rxh5 39. Ra5 Bd3 40. Kg3 Rg5+ 41. Kh4 Re5 42. Ng4 Re4 43. Ra8+ Kh7
KeyanTheGreat,saubhagya,0-1,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Bd3 Bxd3 5. Qxd3 e6 6. Nf3 Nd7 7. O-O Qb6 8. b3 c5 9. c3 h5 10. Be3 h4 11. h3 O-O-O 12. Nbd2 Kb8 13. c4 cxd4 14. Bxd4 Bc5 15. Bxc5 Nxc5 16. Qc3 Ne7 17. cxd5 Nxd5 18. Qc2 g5 19. Ne4 Nxe4 20. Qxe4 Rdg8 21. Qd4 Qd8 22. Rfd1 g4 23. Ne1 gxh3 24. Qd3 Rxg2+
CabralBalluta,saubhagya,0-1,1. d4 d5 2. Nf3 c6 3. Bf4 Bf5 4. e3 e6 5. Bd3 Bxd3 6. Qxd3 Nd7 7. Nbd2 Ngf6 8. O-O Be7 9. h3 O-O 10. c3 Re8 11. e4 dxe4 12. Nxe4 Nxe4 13. Qxe4 Nf6 14. Qc2 Bd6 15. Bxd6 Qxd6 16. Ne5 Nd7 17. Nxd7 Qxd7 18. Rfe1 b6 19. Re2 Rac8 20. Rae1 c5 21. dxc5 Rxc5 22. Rd2 Rd5 23. Rxd5 Qxd5 24. a3 Rd8 25. Qe2 Qd2 26. Kf1 h6 27. Qxd2 Rxd2 28. Re2 Rd5 29. Ke1 Kf8 30. Rd2 Ke7 31. Rxd5 exd5 32. Ke2 Kd6 33. Ke3 Ke5 34. f4+ Ke6 35. g4 g6 36. Kd4 f5 37. b3 fxg4 38. hxg4 h5 39. gxh5 gxh5 40. Ke3 Kf5 41. Kf3 h4 42. a4 h3 43. Kg3 h2 44. Kxh2 Kxf4 45. Kg2 Ke4 46. Kf2 Kd3 47. Kf3 Kxc3 48. Ke3 Kxb3 49. Kd4 Kxa4 50. Kxd5 Kb4 51. Kd4 a5 52. Kd3 Kb3 53. Kd2 a4 54. Kc1 a3 55. Kb1 Kc3 56. Ka1 b5 57. Ka2 b4 58. Kb1 b3 59. Ka1 b2+ 60. Kb1 a2+ 61. Kxa2 Kc2
saubhagya,jerrypasaol,0-1,1. e4 c5 2. Nf3 g6 3. d4 cxd4 4. Nxd4 Bg7 5. Nc3 Nc6 6. Be3 Nf6 7. Bc4 O-O 8. Qd3 Ng4 9. Nxc6 bxc6 10. Bf4 Qb6 11. O-O Qxb2 12. h3 Nxf2 13. Rxf2 Qxa1+
Kervin_Nelo,saubhagya,1-0,1. d4 c6 2. e4 d5 3. e5 Bf5 4. Bd3 Bxd3 5. Qxd3 e6 6. Nf3 Nd7 7. Bg5 Qb6 8. b3 Bb4+ 9. c3 Be7 10. Bxe7 Nxe7 11. O-O O-O 12. Ng5 Ng6 13. h4 h6 14. h5 hxg5 15. hxg6 f6 16. Qh3 Rfe8 17. Qh7+ Kf8 18. exf6 Nxf6 19. Qh8+ Ng8 20. f4 c5 21. fxg5+ Ke7 22. Rf7+ Kd6 23. Qxg7 Qc6 24. Qe5#
saubhagya,geneluisa,0-1,1. d4 d5 2. c4 c6 3. Nc3 Nf6 4. Bf4 Nbd7 5. e3 e6 6. Nf3 Be7 7. Be2 O-O 8. O-O h6 9. Rc1 Re8 10. Ne5 Nxe5 11. Bxe5 Nd7 12. Bg3 Bf6 13. f4 Be7 14. a3 a5 15. c5 b6 16. b4 axb4 17. axb4 b5 18. Bf2 Nf6 19. Bf3 Nd7 20. Qd3 f5 21. Ra1 Bb7 22. Rxa8 Qxa8 23. Rb1 Nf6 24. Be1 Ne4 25. Bxe4 fxe4 26. Qe2 Rf8 27. Qg4 Bc8 28. Ne2 Bd7 29. Ng3 Kh7 30. Nh5 Rg8 31. Bc3 Qa2 32. Ra1 Qc2 33. Be1 Qd3 34. Qh3 Qe2 35. Bf2 Qb2 36. Ra7 Qc1+ 37. Be1 Qxe1#
saubhagya,yellowdragoon,0-1,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. g3 O-O 5. Bg2 d6 6. Nf3 Nc6 7. O-O e5 8. d5 Nb8 9. e4 a5 10. a4 Na6 11. b3 Nc5 12. Be3 Nfd7 13. Re1 f5 14. Rc1 f4 15. Bxc5 Nxc5 16. Nd2 Nd3 17. Nf3 Nxc1 18. Qxc1 g5 19. Nb5 g4 20. Nh4 f3 21. Bf1 Bf6 22. Nf5 Bxf5 23. exf5 Bg5 24. Qc3 Rxf5 25. Bd3 Rf7 26. Be4 Qf6 27. Qd3 Raf8 28. Qc3 h5 29. Qxa5 h4 30. Nxc7 hxg3 31. hxg3 Qh6 32. Ne6 Qh3 33. Bxf3 gxf3
Sinisters,saubhagya,0-1,1. e4 c6 2. Nc3 d5 3. exd5 cxd5 4. d4 Bf5 5. Bb5+ Nc6 6. Nge2 Nf6 7. O-O e6 8. Ng3 Bg6 9. f4 h6 10. Be3 Bd6 11. Qf3 O-O 12. Bxc6 bxc6 13. f5 exf5 14. Nxf5 Bxf5 15. Qxf5 Be7 16. Rf3 Rc8 17. Raf1 c5 18. dxc5 d4 19. Ne4 Nxe4 20. Qxe4 dxe3 21. Rxe3 Bxc5 22. Kh1 Bxe3 23. Qxe3 Rxc2 24. Qxa7 Rxb2 25. a4 Qd2 26. Rg1 Rfb8 27. a5 Rb1 28. h3 Rxg1+ 29. Kxg1 Rb1+ 30. Kh2 Qd6+ 31. g3 Qd2+
samahabdo,saubhagya,1-0,1. d4 d5 2. Nf3 c6 3. e3 Bg4 4. Bd3 Nf6 5. Nbd2 e6 6. e4 dxe4 7. Nxe4 Nbd7 8. c3 Be7 9. Bf4 O-O 10. Qe2 a5 11. h3 Bxf3 12. Qxf3 Nd5 13. Bd2 b5 14. Qh5 N7f6 15. Qe2 Rc8 16. O-O Bd6 17. f4 Bb8 18. Rae1 Qb6 19. Ng5 c5 20. Bxb5 cxd4 21. c4 Nc7 22. Ba4 Ba7 23. Kh1 h6 24. Ne4 Na6 25. Nxf6+ gxf6 26. f5 Kh7 27. Bc2 e5 28. Qh5 Kg8 29. Bxh6 Rfe8 30. Qg4+
saubhagya,AvgAvg,1-0,1. d4 g6 2. c4 Bg7 3. Nc3 d6 4. Nf3 Nd7 5. g3 c5 6. Bg2 Rb8 7. O-O Ngf6 8. Re1 b6 9. d5 O-O 10. e4 Ba6 11. b3 Ng4 12. Bb2 Nde5 13. h3 Nxf3+ 14. Qxf3 Ne5 15. Qd1 f5 16. f4 Nd7 17. exf5 Rxf5 18. Rc1 Qf8 19. Qe2 Bd4+ 20. Kh2 Qh6 21. Qe6+ Rf7 22. Qxd7 Rbf8 23. Rxe7 Rxf4 24. gxf4 Bxc3 25. Bxc3 Qxf4+ 26. Kh1 Qxc1+ 27. Be1 Qh6 28. Qe6+ Kh8 29. Bc3+
saubhagya,twitch_kalliatv,1-0,1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. g3 O-O 5. Bg2 d6 6. Nf3 Nbd7 7. O-O c5 8. Bg5 Rb8 9. Qd2 Re8 10. Bh6 Bh8 11. d5 a6 12. Rab1 b5 13. cxb5 axb5 14. a3 b4 15. axb4 Rxb4 16. Rfe1 Nb6 17. e4 Nc4 18. Qe2 Ng4 19. Bd2 Nxd2 20. Qxd2 Qb6 21. h3 Ne5 22. Nxe5 Bxe5 23. Qc2 Bd7 24. Bf1 c4 25. Kh2 h5 26. Nd1 Ba4 27. Qd2 Bxd1 28. Rexd1 Rxb2 29. Rxb2 Qxb2 30. Bxc4 Qxd2 31. Rxd2 Rc8 32. Be2 Rc1 33. Kg2 Kg7 34. Ra2 Kf6 35. f4 Bd4 36. g4
saubhagya,alexzols,0-1,1. d4 Nf6 2. c4 e5 3. dxe5 Ng4 4. Nc3 Nxe5 5. e3 Bb4 6. Bd2 O-O 7. Nf3 Nbc6 8. Be2 Re8 9. O-O d6 10. Rc1 a5 11. a3 Bc5 12. Nd5 Be6 13. Nxe5 Nxe5 14. b4 axb4 15. axb4 Bxd5 16. cxd5 Bb6 17. Bc3 Qg5 18. Kh1 Qh6 19. Bxe5 Rxe5 20. Bf3 Ra4 21. b5 Rh4 22. h3 f5 23. Qe2 g5 24. g4 fxg4 25. Bxg4 Rxh3+ 26. Bxh3 Qxh3+ 27. Kg1 g4 28. Rc4 Rh5 29. Rxg4+ Kf7 30. Rf4+ Ke7 31. Re4+ Kd8 32. f4 Qh1+ 33. Kf2 Qxe4 34. Ke1 Qb1+ 35. Qd1 Qb4+ 36. Qd2 Qxd2+ 37. Kxd2 Rh2+ 38. Kd3 Rh3 39. Re1 Kd7 40. f5 c6 41. bxc6+ bxc6 42. dxc6+ Kxc6 43. f6 Rf3 44. Rc1+ Kd7 45. Rh1 Rxe3+ 46. Kd2 Rf3 47. Rxh7+ Kc6 48. f7 Bc5 49. f8=B Rxf8 50. Kc3 Rf4 51. Rh6 Kd5 52. Rh5+ Kc6 53. Rh6 Rf3+ 54. Kc2 Rf2+ 55. Kd3 Rf3+ 56. Kc2 Rg3 57. Rf6 Bb4 58. Re6 Rg5 59. Rf6 Re5 60. Rg6 Kc5 61. Rg4 d5 62. Kb3 Be1 63. Kc2 Re4 64. Rg5 Kd4 65. Rg2 Kc4 66. Kd1 Bb4 67. Rc2+ Bc3 68. Kc1 d4 69. Rg2 Re1+ 70. Kc2 d3#
saubhagya,KeyanTheGreat,1-0,1. d4 d5 2. c4 c6 3. e3 e6 4. Nc3 Nd7 5. cxd5 exd5 6. Nf3 Bd6 7. Bd2 Ngf6 8. Bd3 O-O 9. Rc1 Re8 10. O-O b6 11. Bb1 Bb7 12. Qc2 c5 13. dxc5 bxc5 14. Ng5 h6 15. Nh7 Nxh7 16. Qxh7+ Kf8 17. Qh8+ Ke7 18. Qxg7 Ke6 19. Qxh6+ Ke7 20. e4 dxe4 21. Bg5+ Nf6 22. Bxf6+ Kd7 23. Bxd8
KeyanTheGreat,saubhagya,0-1,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3 e6 5. Bd3 Bxd3 6. Qxd3 Nd7 7. O-O Qb6 8. Re1 c5 9. c3 Ne7 10. Be3 Ng6 11. Nbd2 Be7 12. Nf1 O-O 13. b3 Rfe8 14. Bg5 cxd4 15. cxd4 Bb4 16. Rec1 Rac8 17. Rxc8 Rxc8 18. Bd2 Bxd2 19. Qxd2 Ne7 20. Rc1 Rxc1 21. Qxc1 Nc6 22. Qb2 f6 23. exf6 Nxf6 24. Ne5 Qxd4 25. Qxd4 Nxd4 26. Ne3 Ne4 27. f3 Nc3 28. a4 Nxb3 29. g4 Nxa4 30. f4 Nc3 31. f5 exf5 32. gxf5 Nd4 33. Nd3 b5 34. Nb4 a5 35. Nbxd5 Nxd5 36. Nxd5 Nxf5 37. Kf2 Kf7 38. Kf3 Nd6 39. Kf4 h6 40. Nb6 Ke6 41. h4 b4 42. Na4 b3 43. Ke3 Kd5 44. Kd2 b2 45. Kc2 Nc4 46. Nxb2 Nxb2 47. Kxb2 Ke4 48. Ka3 Kf4 49. Ka4 Kg4 50. Kxa5 Kxh4 51. Kb4 Kg3 52. Kc4 h5 53. Kd5 h4 54. Ke4 h3 55. Kf5 h2 56. Kg6 h1=Q 57. Kxg7 Qf3 58. Kg6 Qf4 59. Kh7 Qg5 60. Kh8 Kf4 61. Kh7 Kf5 62. Kh8 Kf6 63. Kh7 Qg7#
saubhagya,KeyanTheGreat,1-0,1. d4 d5 2. c4 c6 3. e3 e6 4. Nc3 Nd7 5. Nf3 Bd6 6. Bd2 Ngf6 7. Bd3 O-O 8. O-O h6 9. Rc1 b6 10. cxd5 exd5 11. Bb1 Re8 12. Qc2 Ba6 13. Rfe1 Ne4 14. Nxe4 Rxe4 15. Qxc6
saubhagya,KeyanTheGreat,1-0,1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Bc4 Bc5 5. c3 dxc3 6. Bxf7+ Kxf7 7. Qd5+ Ke8 8. Qxc5 cxb2 9. Bxb2 Nf6 10. O-O Qe7 11. Qc4 Kd8 12. Ng5 Rf8 13. Ba3 d6 14. Re1 Bf5 15. Nc3 Bg6 16. Ne6+ Ke8 17. Nxf8 Kxf8 18. e5 Ng8 19. exd6 Qd7 20. dxc7+ Nge7 21. Bxe7+ Nxe7 22. Rxe7 Kxe7 23. Re1+ Kf8 24. Nd5 Re8 25. Rxe8+ Bxe8 26. c8=Q Qxc8 27. Qxc8 Kf7 28. Qxb7+
saubhagya,KeyanTheGreat,1-0,1. d4 d5 2. c4 e6 3. Nc3 c6 4. e3 Nd7 5. Nf3 Ngf6 6. Bd2 Bd6 7. cxd5 exd5 8. Be2 O-O 9. O-O h6 10. Rc1 a6 11. a3 b5 12. b4 Bb7 13. Qc2 Re8 14. Rfe1 Qc7 15. h3 a5 16. Nxb5 Qb8 17. Nxd6 Qxd6 18. Bd3 axb4 19. Bxb4 Qc7 20. Nd2 Re6 21. e4 dxe4 22. Nxe4 Nxe4 23. Bxe4 Rae8 24. Bf3 Nb6 25. Rxe6 Rxe6 26. Ba5 Qd8 27. Rb1 c5 28. Bxb7 cxd4 29. Bxb6 Rxb6 30. Rxb6 Qxb6 31. Be4 Qe6 32. Qd3 g6 33. Qxd4 f5 34. Bd5 Qxd5 35. Qxd5+ Kg7 36. Qe5+ Kh7 37. a4 Kg8 38. a5 Kh7 39. a6 Kg8 40. a7 Kh7 41. a8=Q g5 42. Qah8+ Kg6 43. Qeg7+ Kh5 44. Qf7+ Kh4 45. Qxh6#
KeyanTheGreat,saubhagya,0-1,1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3 e6 5. Be2 Nd7 6. O-O c5 7. c3 Qb6 8. Bd3 Bxd3 9. Qxd3 Ne7 10. Re1 Ng6 11. Nbd2 Be7 12. Nf1 O-O 13. Ng3 Rac8 14. b3 cxd4 15. cxd4 Bb4 16. Bd2 Bxd2 17. Nxd2 Rc7 18. Rac1 Rfc8 19. Rxc7 Qxc7 20. h3 h6 21. Nh5 Qc2 22. Qxc2 Rxc2 23. Rd1 Rxa2 24. f4 Ne7 25. Ng3 Nc6 26. Nf3 Rb2 27. b4 Rxb4 28. Ne2 Nb6 29. g4 a5 30. Ra1 Rb3 31. Kf2 Nc4 32. h4 b5 33. g5 a4 34. gxh6 gxh6 35. Rg1+ Kf8 36. h5 Ne3 37. Rc1 Nc4 38. Nd2 Rh3 39. Nxc4 bxc4 40. Ra1 Rxh5 41. Rxa4 Rh2+ 42. Kf3 Rh3+ 43. Kg4 Re3 44. Ng3 Nxd4 45. Ra8+ Kg7 46. Nh5+ Kg6 47. Rg8+ Kh7 48. Rf8 Nf5 49. Nf6+ Kg6 50. Rh8 Ng7 51. Ra8 h5+ 52. Kh4 Nf5#
Last7Samurai,saubhagya,1-0,1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d4 exd4 5. O-O Nxe4 6. Nc3 Nd6 7. Qe2+ Be7 8. Nd5 O-O 9. Bd3 Re8 10. Re1 b6 11. Bf4 Bb7 12. Nxe7+ Rxe7 13. Bxh7+ Kf8 14. Bxd6 cxd6 15. Qd2 Ne5 16. Nxd4 Re6 17. Nxe6+ dxe6 18. Rad1 Qc7 19. Qxd6+ Qxd6 20. Rxd6 Ke7 21. Rdd1 g6 22. Rxe5 Rh8 23. Bxg6 fxg6 24. Rde1 Bc8 25. g3 Kf6 26. h4 Rd8 27. R5e3 Rd2 28. R3e2 Rd6 29. g4 Rd4 30. f3 Rd6 31. Kf2 Rc6 32. Kg3 Rc4 33. c3 a5 34. Re4 Rc5 35. Rf4+ Kg7 36. Rd4 e5 37. Rd8 Be6 38. Rb8 b5 39. a3 e4 40. Rxe4 Bd5 41. Re7+ Kf6 42. Rbe8 Bf7 43. g5+ Kg7 44. Rd8 Rf5 45. Rdd7 b4 46. axb4 axb4 47. cxb4 Kf8 48. Rxf7+ Rxf7 49. Rxf7+ Kxf7 50. Kf4 Ke7 51. Ke5 Kf7 52. b5 Ke7 53. b6
saubhagya,rahed1,0-1,1. d4 d5 2. e3 c5 3. c4 Nc6 4. Nf3 cxd4 5. Nxd4 Nf6 6. Nc3 Bg4 7. f3 Bh5 8. Be2 e6 9. O-O Bc5 10. Nxc6 bxc6 11. a3 O-O 12. b4 Bd6 13. c5 Bc7 14. Bb2 Bb8 15. Bd3 Qc7 16. f4 Bxd1
mountbellew,saubhagya,1-0,1. d4 c6 2. e4 d5 3. e5 Bf5 4. c4 e6 5. Nc3 dxc4 6. Bxc4 Bb4 7. Nf3 Nd7 8. a3 Bxc3+ 9. bxc3 Ne7 10. O-O Qa5 11. Bb2 O-O 12. Bd3 Bg4 13. Bxh7+ Kxh7 14. Ng5+ Kg8 15. Qxg4 Ng6 16. Qh3 Rfe8 17. f4 Kf8 18. f5 exf5 19. Qxf5 Qd5 20. Nxf7 Kg8 21. Qxg6 Rf8 22. Nh6+ Kh8 23. Nf5 Qd6 24. Qxg7#
drunkenmasterab,saubhagya,1-0,1. e4 c6 2. d3 d5 3. Nf3 dxe4 4. dxe4 Qxd1+ 5. Kxd1 Bg4 6. Ke2 e5 7. Nc3 Nf6 8. Bg5 Be7 9. h3 Bxf3+ 10. Kxf3 Nbd7 11. g4 h6 12. Be3 O-O 13. Rd1 Rad8 14. Bc4 Bb4 15. Ne2 Nc5 16. Rxd8 Rxd8 17. c3 Ncxe4 18. cxb4 b5 19. Bb3 a5 20. bxa5 c5 21. Nc3 Nxc3 22. bxc3 c4 23. Bc2 e4+ 24. Bxe4 Re8 25. Bf5 g5 26. Rd1 Kg7 27. Rd6 Re7 28. a6 Nh7 29. Bd4+ Kg8 30. Bc5 Rc7 31. Rd8+ Kg7 32. Ra8 Re7 33. a7 Rb7 34. Rg8+ Kxg8 35. a8=Q+ Kg7 36. Qxb7 Nf6 37. Qxb5 Ne4
DianaMirza,saubhagya,1/2-1/2,1. b3 c6 2. Bb2 d5 3. d4 Bf5 4. e3 e6 5. Nf3 Nf6 6. h3 Bd6 7. g4 Bg6 8. Ne5 Nbd7 9. f4 Be4 10. Rg1 Qe7 11. Nxd7 Nxd7 12. Nd2 Qh4+ 13. Ke2 O-O-O 14. Nxe4 dxe4 15. c4 c5 16. dxc5 Nxc5 17. Bd4 Qe7 18. Bg2 f5 19. gxf5 exf5 20. b4 Nd3 21. c5 Bc7 22. Qb3 Nxf4+ 23. Kf2 Nd3+ 24. Ke2 Nf4+ 25. Kd2 Ne6 26. Kc3 Nxd4 27. exd4 Qf6 28. Rad1 Bf4 29. Qc4 Be3 30. Rge1 Bf2 31. Re2 Bg3 32. b5 Rxd4 33. Rxd4 Be5 34. Rd2 Rd8 35. c6 Rxd4 36. Rxd4 Kb8 37. c7+ Kc8 38. a4 g5 39. a5 b6 40. axb6 axb6 41. Qd5 Kxc7 42. Qd7+ Kb8 43. Qe8+ Kc7 44. Qd7+ Kb8 45. Kc4 Bxd4 46. Qxd4 Qe6+ 47. Qd5 Qc8+ 48. Qc6 Qg8+ 49. Kb4 Qf8+ 50. Kb3 Qf7+ 51. Kc2 Qc7 52. Qxc7+ Kxc7 53. Kc3 Kd6 54. Kd4 h5 55. h4 g4 56. Ke3 Ke5 57. Bf1 f4+ 58. Kf2 g3+ 59. Kg2 Kd4 60. Be2 f3+ 61. Bxf3 exf3+ 62. Kxf3 Kc5 63. Kxg3 Kxb5 64. Kf4 Kc4 65. Kg5 b5 66. Kxh5 b4 67. Kg6 b3 68. h5 b2 69. h6 b1=Q+ 70. Kg7 Qb7+ 71. Kg8 Kd5 72. h7 Qc8+ 73. Kg7 Qd7+ 74. Kg6 Qe6+ 75. Kg7 Qe7+ 76. Kg8 Qxh7+ 77. Kxh7
saubhagya,Frankkeres,1-0,1. d4 d5 2. Bf4 Bf5 3. e3 Nf6 4. c4 e6 5. Nc3 Bd6 6. Bxd6 cxd6 7. Qb3 Qb6 8. Qxb6 axb6 9. cxd5 exd5 10. Bb5+ Nbd7 11. Bxd7+ Bxd7 12. Nf3 Ne4 13. O-O Nxc3 14. bxc3 O-O 15. Rfb1 b5 16. Nd2 Rfc8 17. Rc1 Rc7 18. a3 Rac8 19. Nb1 f6 20. h3 Bf5 21. a4 bxa4 22. Rxa4 Bxb1 23. Rxb1 Rxc3 24. Rxb7 R3c7 25. Raa7 Rxb7 26. Rxb7 Rd8 27. Rb5 Kf7 28. Rxd5 Ke6 29. Rb5 h6 30. Kh2 Rc8 31. Kg3 Rc2 32. Kf3 g6 33. Rb7 h5 34. g3 Rc6 35. Ke4 d5+ 36. Kf3 g5 37. Rh7 Kf5 38. Rxh5 Kg6 39. Rh8 Kf5 40. Rd8 Ke6 41. h4 gxh4 42. gxh4 Rc7 43. Rh8 Rg7 44. h5 Kf5 45. h6 Rg1 46. h7 Rh1 47. Rd8 Rxh7 48. Rxd5+ Ke6 49. Rc5 Rh3+ 50. Ke2 Rh2 51. Rc6+ Kf5 52. Rc8 Rh7 53. Re8 Rb7 54. e4+ Kf4 55. e5 Ke4 56. exf6+ Kxd4 57. Kf3 Rf7 58. Re6 Kd5 59. Ra6 Ke5 60. Kg4 Rxf6 61. Rxf6 Kxf6 62. Kf4 Ke6 63. Kg5 Kf7 64. Kf5 Ke7 65. Kg6 Kf8 66. Kf6 Kg8 67. Ke7
Abousaif61,saubhagya,0-1,1. d4 c6 2. e4 d5 3. e5 Bf5 4. h4 h5 5. f3 e6 6. Nc3 Nd7 7. Bd2 c5 8. g4 hxg4 9. fxg4 Bh7 10. g5 cxd4 11. Nb5 Qb6 12. Nd6+ Bxd6 13. exd6 Qxd6 14. Ne2 Be4 15. Bf4 e5 16. Bg3 Bxh1 17. Nxd4 Qb4+ 18. c3 Qxb2 19. Nf5 Qxc3+ 20. Kf2 Qc5+ 21. Ke1 Qb4+ 22. Kf2 O-O-O 23. Rc1+ Kb8 24. Qxd5 Bxd5
saubhagya,the_winchuka,0-1,1. d4 Nf6 2. c4 e5 3. Nc3 exd4 4. Qxd4 Nc6 5. Qd1 Bc5 6. Nf3 O-O 7. e3 Re8 8. Be2 a5 9. O-O Ne5 10. b3 Nxf3+ 11. Bxf3 Ra6 12. Bb2 Rd6 13. Qc2 b6 14. Nb5 Rde6 15. Bg4 Re4 16. Bf5 Rh4 17. Bxf6 Qxf6 18. Nxc7 Bd6 19. Nxe8 Bxh2+ 20. Kh1 Qh6 21. Bh3 d5 22. Kxh2 Bxh3 23. Kg3 Qg5+ 24. Kf3 Bg4+ 25. Kg3 Bh5#
saubhagya,LaMagiaMoreno,1-0,1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d6 5. Nxc6 bxc6 6. Nc3 Bb7 7. Bc4 e6 8. Be3 Nf6 9. O-O d5 10. exd5 cxd5 11. Bb5+ Nd7 12. Re1 Bd6 13. Qg4 O-O 14. Bd4 Nf6 15. Bxf6 Qxf6 16. Re3 Bc5 17. Rf3 Qh6 18. Rh3 Qf6 19. Bd3 Qxf2+ 20. Kh1 g6 21. Rf1 Qd4 22. Qg5 Qg7 23. Ne2 d4 24. Nf4 e5 25. Nh5 Qh8 26. Nf6+ Kg7 27. Qh6#
puskas96,saubhagya,1-0,1. c4 Nf6 2. g3 d5 3. Bg2 dxc4 4. Nc3 Nc6 5. e3 e5 6. Nge2 Bd6 7. O-O Be6 8. d4 exd4 9. exd4 Ne7 10. Bg5 Ng6 11. d5 Bc8 12. Nd4 O-O 13. Re1 h6 14. Bxf6 Qxf6 15. Ne4 Qd8 16. Nxd6 Qxd6 17. Qc2 c6 18. Qxc4 cxd5 19. Qxd5 Qxd5 20. Bxd5 Rb8 21. Nb5 Bd7 22. Nd6 Be8 23. Nxe8 Rfxe8 24. Rxe8+ Rxe8 25. Bxb7 Ne5 26. a4 Nc4 27. b3 Na5 28. Bd5 Rb8 29. Rb1 Nb7 30. Bxb7 Rxb7 31. b4 a5 32. b5 Rb6 33. Rc1 Kf8 34. Rc8+ Ke7 35. Rc7+ Ke6 36. Kg2 g5 37. Ra7 f5 38. Ra6 Rxa6 39. bxa6 Kd7 40. a7 Kc7 41. a8=Q
saubhagya,vampirerage,0-1,1. d4 d5 2. e3 c6 3. c4 Nf6 4. Nc3 g6 5. cxd5 cxd5 6. g3 Bg7 7. Bg2 O-O 8. Nf3 Nc6 9. O-O Bg4 10. a3 e6 11. Qb3 Bxf3 12. Bxf3 b6 13. e4 Na5 14. Qd1 dxe4 15. Nxe4 Nxe4 16. Bxe4 Rc8 17. Be3 Nc6 18. b4 Nxd4 19. Qg4 f5 20. Bxf5 exf5 21. Qf4 Ne2+ 22. Kg2 Nxf4+ 23. Bxf4 Qd5+ 24. Kg1 Qf3 25. Rae1 Rfe8 26. Re3 Rxe3 27. Bxe3 h6 28. Re1 g5 29. Rf1 f4 30. gxf4 gxf4 31. Bc1 Rc6 32. h3 Rg6+ 33. Kh2 Qg2#
LaMagiaMoreno,saubhagya,0-1,1. d4 d5 2. c4 c6 3. Nc3 dxc4 4. a4 Nf6 5. e3 e6 6. Bxc4 Bb4 7. Bd2 Bxc3 8. bxc3 Qd7 9. Nf3 O-O 10. Qc2 Qd8 11. O-O Nbd7 12. Bd3 h6 13. Rab1 c5 14. Bb5 cxd4 15. cxd4 Nb6 16. Bb4 Nbd5 17. Bxf8 Kxf8 18. Ne5 Kg8 19. Rfc1 Bd7 20. Bxd7 Nxd7 21. Nxd7 Qxd7 22. Qe4 Nb6 23. Qf4 Rc8 24. Rxc8+ Qxc8 25. h3 Nxa4 26. e4 Nc3 27. Rc1 Ne2+ 28. Kh2 Qxc1 29. Qb8+ Kh7 30. d5 Qg1#
